,ID,Sexo,Edad,NSE,Zona,COMUNA,Expansor,auto_propio,residencia,usuario_app_mov,no_uso_mov_precio,no_uso_mov_autopropio,no_uso_mov_taxi,no_uso_mov_publico,no_uso_mov_confianza,no_uso_mov_trauma,no_uso_mov_conocimiento,no_uso_mov_nodisp,app_mov_uber,app_mov_didi,app_mov_cabify,app_mov_lime,app_mov_whoosh,app_mov_jet,app_mov_indrive,app_mov_biciitau,app_mov_otro,tiempo_app_mov,frec_app_mov,fin_app_mov_trabajoestudio,fin_app_mov_ocio,fin_app_mov_tramitescompras,fin_app_mov_conectcontransporte,fin_app_mov_otro,reemplazo_app_mov,posit_app_mov,negat_app_mov,sit_app_mov_atraso,sit_app_mov_noche,sit_app_mov_sintranspub,sit_app_mov_cansado,sit_app_mov_grupo,sit_app_mov_desconocido,sit_app_mov_inseguro,usuario_app_deli,no_uso_deli_precio,no_uso_deli_presencial,no_uso_deli_confianza,no_uso_deli_conocimiento,no_uso_deli_nodisp,app_deli_rappi,app_deli_pedidosya,app_deli_ubereats,app_deli_didifood,app_deli_especifica,app_deli_otra,tiempo_app_deli,frec_app_deli,posit_app_deli,negat_app_deli,sit_app_deli_tiempo,sit_app_deli_cansado,sit_app_deli_gusto,sit_app_deli_especial,sit_app_deli_grupo,taxi_calle,taxi_terminal,taxi_agencia,taxi_conocido,taxi_app,taxi_no,auto_o_app_mov_gratis,renuncia_app_mov_vs_deli,impacto_no_app_mov,impacto_no_app_deli,impacto_abierta
24,25,FEMENINO,[61 Ó MAS],C3,Sur,TALCA,7579.221809804172,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,Menos de un año,Menos de una vez al mes,,,,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Comodidad,Comodidad,,,,Cuando estoy cansado/a,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,,Uber Eats,,,,2-3 años - Desde después de la pandemia,Al menos una vez al mes,Salud física,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,Para una reunión social o alguna fecha especial,,,"Sí, desde un aeropuerto, estación de buses, u otro lugar donde suelen estacionarse para esperar pasajeros","Sí, pedí uno a domicilio a través de una agencia de taxis","Sí, tengo un taxista conocido con quien me comunico directamente",,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,No sé
25,26,MASCULINO,[18 - 30],D+E,RM,MELIPILLA,7778.675015325334,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces a la semana,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Bicicleta,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,,,Cuando estoy cansado/a,Cuando voy con más personas y puedo compartir el costo,,,Como usuario,,,,,,,PedidosYa,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,4-5 años - Desde la pandemia,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,"Empeoraría mi vida sin aplicaciones de movilidad debido a que suelo tomarlas a menudo y siempre me terminan ahorrando apuros que ocurren en mi día a día, además que perdería comodidad a la cual estoy acostumbrado. Sin embargo, las aplicaciones de delivery son algo mucho más situacional para mi y no son para nada imprescindibles en mi vida"
26,27,MASCULINO,[51 - 60],C3,RM,HUECHURABA,6334.06394105063,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,,,Cabify,,,,,,,4-7 años - Desde la pandemia o un poco antes,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Con un taxi tradicional,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,,,,,,,,,,,,,,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,"Ambas situaciones son excepcionales, no alteraran mayormente"
27,28,FEMENINO,[61 Ó MAS],ABC1,Sur,PUERTO VARAS,7882.390682196339,Tengo mi propio auto,Sub-urbano,No las he usado dentro de los últimos 12 meses,,Uso mi propio auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuando estoy cansado/a,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,la verdad es que uso muy poco las aplicaciones de movilidad y nada las de delivery
28,29,MASCULINO,[61 Ó MAS],D+E,Sur,TENO,8539.256572379369,Tengo mi propio auto,Rural,No las he usado dentro de los últimos 12 meses,,Uso mi propio auto,,,,,,No están disponibles donde vivo,,,,,,,,,,,,,,,,,,,,,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,,,,No están disponibles donde vivo,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,No se
29,30,MASCULINO,[41 - 50],C2,V Región,LA CRUZ,7298.509890922537,Tengo mi propio auto,Rural,Como usuario,,,,,,,,,,Didi,Cabify,,,,,,,2-3 años - Desde después de la pandemia,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,,,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,,Nunca las he usado,,,No me generan confianza,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,,Cuando estoy con más personas y puedo compartir el costo,"Sí, paré un taxi en la calle",,"Sí, pedí uno a domicilio a través de una agencia de taxis","Sí, tengo un taxista conocido con quien me comunico directamente",,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,"No me afectaría, voy yo a retirar."
30,31,MASCULINO,[41 - 50],D+E,Norte,IQUIQUE,8360.111329602178,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,No las he usado dentro de los últimos 12 meses,,,Prefiero usar taxis tradicionales,Prefiero usar transporte público,No me generan confianza,,,No están disponibles donde vivo,,,,,,,,,,,,,,,,,,,,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,,No sé cómo usarlas,No están disponibles donde vivo,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,No me afectaria
31,32,FEMENINO,[18 - 30],C3,Sur,NATALES,6568.658901830283,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Rural,No las he usado dentro de los últimos 12 meses,,,Prefiero usar taxis tradicionales,,,,,,,,,,,,,,,,,,,,,,,,,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,,,,No están disponibles donde vivo,,,,,,,,,,,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,"Sí, paré un taxi en la calle",,,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,No se
32,33,MASCULINO,[18 - 30],D+E,RM,LA PINTANA,7778.675015325334,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,,Cabify,,,,,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Transporte público,Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,,Cuando estoy cansado/a,,,,Como usuario,,,,,,,,Uber Eats,,,,4-5 años - Desde la pandemia,Dos o tres veces al mes,Comodidad,Finanzas personales o del hogar,,Cuando estoy cansado/a,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,,,"Sí, a través de una aplicación de movilidad (eg. Cabify)",,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,No la uso con gran frecuencia
33,34,MASCULINO,[18 - 30],D+E,Norte,COQUIMBO,7507.038744948894,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,8-11 años - Desde que llegaron a Chile (2014) o un poco después,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Con un taxi tradicional,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,,PedidosYa,Uber Eats,,,,4-5 años - Desde la pandemia,Al menos una vez al mes,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,Independiente de las aplicaciones existen las alternativas de taxis tradicionales y delivery de comida propio de los locales
34,35,MASCULINO,[18 - 30],C3,Sur,PUNTA ARENAS,8758.211869107043,Tengo mi propio auto,Urbano,No las he usado dentro de los últimos 12 meses,,Uso mi propio auto,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuando se hizo de noche,,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,PedidosYa,,,,,4-5 años - Desde la pandemia,Al menos una vez al mes,Tiempo para actividades de ocio y/o descanso,Salud física,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,"No me afeftaría ninguna de las dos, ya que, puedo utilizar mi vehículo para ir a donde necesite."
35,36,MASCULINO,[18 - 30],ABC1,RM,VITACURA,9196.122462562396,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,,,Uber Eats,,,,4-5 años - Desde la pandemia,Al menos una vez al mes,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,"Sí, a través de una aplicación de movilidad (eg. Cabify)",,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría un poco mi vida,"Es más cómodo tener estas aplicaciones, facilitan el día a día y sacan de apuros"
36,37,MASCULINO,[41 - 50],D+E,Norte,ARICA,8360.111329602178,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,No las he usado dentro de los últimos 12 meses,,,,,No me generan confianza,,,,,,,,,,,,,,,,,,,,,,,,Cuando se hizo de noche,,Cuando estoy cansado/a,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario y como repartidor,,,,,,,PedidosYa,,,,,4-5 años - Desde la pandemia,Al menos una vez a la semana,Comodidad,Salud mental,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,"Sí, tengo un taxista conocido con quien me comunico directamente",,,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,Empeoraría mucho mi vida,Si no sabe
37,38,FEMENINO,[31 - 40],C3,Norte,ANTOFAGASTA,8445.418588067507,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,,,,,,InDrive,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,,,,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Comodidad,Finanzas personales o del hogar,,,,Cuando estoy cansado/a,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,PedidosYa,,,,,4-5 años - Desde la pandemia,Al menos una vez al mes,Tiempo para actividades de ocio y/o descanso,Salud física,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,Para una reunión social o alguna fecha especial,,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de movilidad,No me afectaría,Empeoraría un poco mi vida,"Tengo vehículo propio, o puedo utilizar movilización pública, en el caso de las aplicaciones de pedido me dificultaría un poco porque a veces las utilizo cuando no puedo cocinar"
38,39,FEMENINO,[41 - 50],D+E,Norte,COQUIMBO,6568.658901830283,Tengo mi propio auto,Urbano,Como conductor,,,,,,,,,Uber,,,,,,,,,Menos de un año,Entre una y tres veces a la semana,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Salud mental,Salud física,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,,Uber Eats,,,,2-3 años - Desde después de la pandemia,Al menos una vez al mes,Comodidad,Comodidad,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,"Sí, pedí uno a domicilio a través de una agencia de taxis",,,,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de movilidad,No me afectaría,Mejoraría un poco mi vida,Me ayuda ya que no tengo tanto tiempo
39,40,MASCULINO,[41 - 50],D+E,RM,HUECHURABA,6992.443347109655,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,Didi,Cabify,,,,,,,8-11 años - Desde que llegaron a Chile (2014) o un poco después,Entre una y tres veces al mes,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,Cuando estoy cansado/a,,,,Como usuario,,,,,,,,Uber Eats,,,,4-5 años - Desde la pandemia,Al menos una vez al mes,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,"Sí, paré un taxi en la calle",,,,"Sí, a través de una aplicación de movilidad (eg. Cabify)",,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,"no tendría la comodidad de saber cuánto me saldrá el viaje, esto en movilidad, en el caso de los delivery de comida, los ocupo muy poco por lo mismo no me afectaría"
